time,wind_speed_100m,temperature_2m,actual_mw,physics_mw,final_forecast_mw,physics_penalty_inr,ml_penalty_inr
2024-01-01 00:00:00+00:00,36.40480898612172,14.537604166666668,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:15:00+00:00,35.27916401229148,14.3965234375,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:30:00+00:00,34.23717894394973,14.25,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:45:00+00:00,33.14892414474531,14.0646484375,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:00:00+00:00,31.959980251158402,13.850520833333333,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:15:00+00:00,31.002808793083577,13.673632812500001,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:30:00+00:00,30.6098713004154,13.6,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:45:00+00:00,30.626778333338542,13.659322033898304,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:00:00+00:00,30.67478047129964,13.816525423728814,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:15:00+00:00,30.749799273086186,14.040466101694914,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:30:00+00:00,30.847756297485684,14.3,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:45:00+00:00,31.27787486599671,14.695093651052337,0.0,0.0,0.0,0.0,0.0
2024-01-01 03:00:00+00:00,32.08364906482862,15.274133916930527,0.0,0.0,0.0,0.0,0.0
2024-01-01 03:15:00+00:00,32.86240659983508,15.928607224343454,0.0,0.0,0.0,0.0,0.0
2024-01-01 03:30:00+00:00,33.211475176869754,16.55,0.0,0.0,0.0,0.0,0.0
2024-01-01 03:45:00+00:00,32.450051334256166,17.13032441822883,0.0,0.0,0.0,0.0,0.0
2024-01-01 04:00:00+00:00,30.695628843719003,17.720517129928897,0.0,0.0,0.0,0.0,0.0
2024-01-01 04:15:00+00:00,28.742981261213682,18.300451276664514,0.0,0.0,0.0,0.0,0.0
2024-01-01 04:30:00+00:00,27.386882142695615,18.85,0.0,0.0,0.0,0.0,0.0
2024-01-01 04:45:00+00:00,26.633604228706027,19.36634342264303,0.0,0.0,0.0,0.0,0.0
2024-01-01 05:00:00+00:00,25.989451870616747,19.861768734891218,0.0,0.0,0.0,0.0,0.0
2024-01-01 05:15:00+00:00,25.499246040629114,20.338809679693796,0.0,0.0,0.0,0.0,0.0
2024-01-01 05:30:00+00:00,25.20780771094445,20.8,0.0,0.0,0.0,0.0,0.0
2024-01-01 05:45:00+00:00,25.042088864760732,21.249085837384005,0.0,0.0,0.0,0.0,0.0
2024-01-01 06:00:00+00:00,24.90775593526244,21.68511931064958,2.89248765802695,3.028875,2.8760882533788683,0.0,0.0
2024-01-01 06:15:00+00:00,24.817701569630664,22.103593128590365,2.8791580270443,3.028875,2.8757680870294573,0.0,0.0
2024-01-01 06:30:00+00:00,24.784818415046498,22.5,2.8168074068419795,3.028875,2.875693283200264,0.0,0.0
2024-01-01 06:45:00+00:00,24.951093302404125,22.872767041996347,2.863236275512353,3.028875,2.875693283200264,0.0,0.0
2024-01-01 07:00:00+00:00,25.367889399311302,23.226841144248326,0.0,0.0,0.0,0.0,0.0
2024-01-01 07:15:00+00:00,25.912163858019486,23.567494674376142,0.0,0.0,0.0,0.0,0.0
2024-01-01 07:30:00+00:00,26.460873830780123,23.9,0.0,0.0,0.0,0.0,0.0
2024-01-01 07:45:00+00:00,27.037213964615322,24.240953171549155,0.0,0.0,0.0,0.0,0.0
2024-01-01 08:00:00+00:00,27.704926751295016,24.5831864448858,0.0,0.0,0.0,0.0,0.0
2024-01-01 08:15:00+00:00,28.40179111019236,24.896326495779544,0.0,0.0,0.0,0.0,0.0
2024-01-01 08:30:00+00:00,29.065585960680526,25.15,0.0,0.0,0.0,0.0,0.0
2024-01-01 08:45:00+00:00,29.795291303054057,25.367481203007518,0.0,0.0,0.0,0.0,0.0
2024-01-01 09:00:00+00:00,30.586167399378805,25.5703007518797,0.0,0.0,0.0,0.0,0.0
2024-01-01 09:15:00+00:00,31.2204135616849,25.72546992481203,0.0,0.0,0.0,0.0,0.0
2024-01-01 09:30:00+00:00,31.48022910200246,25.8,0.0,0.0,0.0,0.0,0.0
2024-01-01 09:45:00+00:00,31.363616615025766,25.82087053571429,0.0,0.0,0.0,0.0,0.0
2024-01-01 10:00:00+00:00,31.09104057543675,25.83660714285714,0.0,0.0,0.0,0.0,0.0
2024-01-01 10:15:00+00:00,30.778393115247056,25.846540178571434,0.0,0.0,0.0,0.0,0.0
2024-01-01 10:30:00+00:00,30.541566366468302,25.85,0.0,0.0,0.0,0.0,0.0
2024-01-01 10:45:00+00:00,30.375337731258796,25.796597782258065,0.0,0.0,0.0,0.0,0.0
2024-01-01 11:00:00+00:00,30.21800612092145,25.65342741935484,0.0,0.0,0.0,0.0,0.0
2024-01-01 11:15:00+00:00,30.100745931184793,25.446043346774196,0.0,0.0,0.0,0.0,0.0
2024-01-01 11:30:00+00:00,30.05473155777734,25.2,0.0,0.0,0.0,0.0,0.0
2024-01-01 11:45:00+00:00,30.149779354782694,24.74822035185594,0.0,0.0,0.0,0.0,0.0
2024-01-01 12:00:00+00:00,30.413472962651262,24.047942443658858,0.0,0.0,0.0,0.0,0.0
2024-01-01 12:15:00+00:00,30.813637706661808,23.311193313632344,0.0,0.0,0.0,0.0,0.0
2024-01-01 12:30:00+00:00,31.318098912093088,22.75,0.0,0.0,0.0,0.0,0.0
2024-01-01 12:45:00+00:00,32.62749002589387,22.39101209559895,0.0,0.0,0.0,0.0,0.0
2024-01-01 13:00:00+00:00,34.93375664328143,22.0954386476246,0.0,0.0,0.0,0.0,0.0
2024-01-01 13:15:00+00:00,37.44169231193732,21.82714587583795,0.0,0.0,0.0,0.0,0.0
2024-01-01 13:30:00+00:00,39.35609057954307,21.55,0.0,0.0,0.0,0.0,0.0
2024-01-01 13:45:00+00:00,40.75398507944362,21.262359558184976,0.0,0.0,0.0,0.0,0.0
2024-01-01 14:00:00+00:00,42.07102400469126,20.980742509769865,0.0,0.0,0.0,0.0,0.0
2024-01-01 14:15:00+00:00,43.04992274252861,20.69625420646982,0.0,0.0,0.0,0.0,0.0
2024-01-01 14:30:00+00:00,43.43339668019826,20.4,0.0,0.0,0.0,0.0,0.0
2024-01-01 14:45:00+00:00,43.39499036205035,20.073438241575698,0.0,0.0,0.0,0.0,0.0
2024-01-01 15:00:00+00:00,43.289163887897914,19.725937351684863,0.0,0.0,0.0,0.0,0.0
2024-01-01 15:15:00+00:00,43.1300059781779,19.390467785951593,0.0,0.0,0.0,0.0,0.0
2024-01-01 15:30:00+00:00,42.931605353327214,19.1,0.0,0.0,0.0,0.0,0.0
2024-01-01 15:45:00+00:00,42.46306166688322,18.85999159702035,0.0,0.0,0.0,0.0,0.0
2024-01-01 16:00:00+00:00,41.658046184148056,18.64612100290698,0.0,0.0,0.0,0.0,0.0
2024-01-01 16:15:00+00:00,40.777505043205835,18.44668990734012,0.0,0.0,0.0,0.0,0.0
2024-01-01 16:30:00+00:00,40.082384382140695,18.25,0.0,0.0,0.0,0.0,0.0
2024-01-01 16:45:00+00:00,39.54070424714774,18.055908203125,0.0,0.0,0.0,0.0,0.0
2024-01-01 17:00:00+00:00,39.01872704532286,17.869140625,0.0,0.0,0.0,0.0,0.0
2024-01-01 17:15:00+00:00,38.62476245610145,17.685302734375,0.0,0.0,0.0,0.0,0.0
2024-01-01 17:30:00+00:00,38.46712015891885,17.5,0.0,0.0,0.0,0.0,0.0
2024-01-01 17:45:00+00:00,38.464740830432824,17.30998883928571,0.0,0.0,0.0,0.0,0.0
2024-01-01 18:00:00+00:00,38.46358785560612,17.11830357142857,0.0,0.0,0.0,0.0,0.0
2024-01-01 18:15:00+00:00,38.46250497633167,16.929966517857142,0.0,0.0,0.0,0.0,0.0
2024-01-01 18:30:00+00:00,38.46033593450238,16.75,0.0,0.0,0.0,0.0,0.0
2024-01-01 18:45:00+00:00,38.44744678809181,16.57975223214286,0.0,0.0,0.0,0.0,0.0
2024-01-01 19:00:00+00:00,38.42311747120702,16.41594642857143,0.0,0.0,0.0,0.0,0.0
2024-01-01 19:15:00+00:00,38.39956253994117,16.25666741071429,0.0,0.0,0.0,0.0,0.0
2024-01-01 19:30:00+00:00,38.38899655038741,16.1,0.0,0.0,0.0,0.0,0.0
2024-01-01 19:45:00+00:00,38.4313502735889,15.948788461538461,0.0,0.0,0.0,0.0,0.0
2024-01-01 20:00:00+00:00,38.52452846463217,15.802769230769233,0.0,0.0,0.0,0.0,0.0
2024-01-01 20:15:00+00:00,38.617706655675434,15.655365384615385,0.0,0.0,0.0,0.0,0.0
2024-01-01 20:30:00+00:00,38.66006037887692,15.5,0.0,0.0,0.0,0.0,0.0
2024-01-01 20:45:00+00:00,38.527412142035494,15.335747518610422,0.0,0.0,0.0,0.0,0.0
2024-01-01 21:00:00+00:00,38.18093311776747,15.165198511166254,0.0,0.0,0.0,0.0,0.0
2024-01-01 21:15:00+00:00,37.69782183545724,14.987050248138958,0.0,0.0,0.0,0.0,0.0
2024-01-01 21:30:00+00:00,37.15527682448917,14.8,0.0,0.0,0.0,0.0,0.0
2024-01-01 21:45:00+00:00,36.38745431038009,14.597860153958946,0.0,0.0,0.0,0.0,0.0
2024-01-01 22:00:00+00:00,35.32136805849601,14.382062561094818,0.0,0.0,0.0,0.0,0.0
2024-01-01 22:15:00+00:00,34.173502907995086,14.162733687683284,0.0,0.0,0.0,0.0,0.0
2024-01-01 22:30:00+00:00,33.16034369803549,13.95,0.0,0.0,0.0,0.0,0.0
2024-01-01 22:45:00+00:00,32.183667142166605,13.73191699604743,0.0,0.0,0.0,0.0,0.0
2024-01-01 23:00:00+00:00,31.170716733882124,13.507839262187089,0.0,0.0,0.0,0.0,0.0
2024-01-01 23:15:00+00:00,30.376177482256697,13.304841897233201,0.0,0.0,0.0,0.0,0.0
2024-01-01 23:30:00+00:00,30.054734396364967,13.15,0.0,0.0,0.0,0.0,0.0
2024-01-01 23:45:00+00:00,30.06083758151683,13.044334239130434,0.0,0.0,0.0,0.0,0.0
2024-01-02 00:00:00+00:00,30.074264588850923,12.960797101449275,0.0,0.0,0.0,0.0,0.0
2024-01-02 00:15:00+00:00,30.087691596185014,12.88436141304348,0.0,0.0,0.0,0.0,0.0
2024-01-02 00:30:00+00:00,30.093794781336875,12.8,0.0,0.0,0.0,0.0,0.0
2024-01-02 00:45:00+00:00,30.02277331903557,12.684999999999999,0.0,0.0,0.0,0.0,0.0
2024-01-02 01:00:00+00:00,29.866526101972692,12.553333333333333,0.0,0.0,0.0,0.0,0.0
2024-01-02 01:15:00+00:00,29.71027888490982,12.445,0.0,0.0,0.0,0.0,0.0
2024-01-02 01:30:00+00:00,29.639257422608512,12.4,0.0,0.0,0.0,0.0,0.0
2024-01-02 01:45:00+00:00,29.721110314334155,12.474974798387096,0.0,0.0,0.0,0.0,0.0
2024-01-02 02:00:00+00:00,29.90118667613057,12.670766129032257,0.0,0.0,0.0,0.0,0.0
2024-01-02 02:15:00+00:00,30.081263037926984,12.94367439516129,0.0,0.0,0.0,0.0,0.0
2024-01-02 02:30:00+00:00,30.163115929652626,13.25,0.0,0.0,0.0,0.0,0.0
2024-01-02 02:45:00+00:00,30.119576094367716,13.66960685483871,0.0,0.0,0.0,0.0,0.0
2024-01-02 03:00:00+00:00,29.993425683686564,14.247983870967742,0.0,0.0,0.0,0.0,0.0
2024-01-02 03:15:00+00:00,29.791368340369523,14.889868951612904,0.0,0.0,0.0,0.0,0.0
2024-01-02 03:30:00+00:00,29.520107707176965,15.5,0.0,0.0,0.0,0.0,0.0
2024-01-02 03:45:00+00:00,27.764215851628034,16.064897017045457,0.0,0.0,0.0,0.0,0.0
2024-01-02 04:00:00+00:00,24.2312403814565,16.631392045454543,2.951418659531589,3.028875,2.8763948894739153,0.0,0.0
2024-01-02 04:15:00+00:00,20.612348249744638,17.194691051136363,2.8819835162896954,3.028875,2.8783095992803576,0.0,0.0
2024-01-02 04:30:00+00:00,18.59870640957473,17.75,2.7874853317348944,3.028875,2.8761853493452074,0.0,0.0
2024-01-02 04:45:00+00:00,18.005121809027507,18.301930042613634,2.872472441352607,3.028875,2.876539162516594,0.0,0.0
2024-01-02 05:00:00+00:00,17.540718377539903,18.85126420454545,2.8600317566793536,3.028875,2.876539162516594,0.0,0.0
2024-01-02 05:15:00+00:00,17.238138540228505,19.387466264204544,2.9365370203898675,3.028875,2.876334211945534,0.0,0.0
2024-01-02 05:30:00+00:00,17.130024722209907,19.9,2.824290456129408,3.028875,2.876334211945534,0.0,0.0
2024-01-02 05:45:00+00:00,17.24645762373879,20.3955615234375,2.9222328519918475,3.028875,2.876334211945534,0.0,0.0
2024-01-02 06:00:00+00:00,17.541702490304946,20.878476562499998,2.9492133794544917,3.028875,2.8762110389471056,0.0,0.0
2024-01-02 06:15:00+00:00,17.93467856487763,21.334653320312498,2.9117054671276206,3.028875,2.8761693753004076,0.0,0.0
2024-01-02 06:30:00+00:00,18.3443050904261,21.75,2.8808825171191446,3.028875,2.8761693753004076,0.0,0.0
2024-01-02 06:45:00+00:00,18.846180316512424,22.123620356345665,2.792190275320335,3.028875,2.8761693753004076,0.0,0.0
2024-01-02 07:00:00+00:00,19.474669268667327,22.468586575255102,2.8984197094155917,3.028875,2.84575267803669,0.0,0.0
2024-01-02 07:15:00+00:00,20.086841353813067,22.79175950653699,2.929483669478832,3.028875,2.845127335906029,0.0,0.0
2024-01-02 07:30:00+00:00,20.539765978871902,23.1,2.850531477470797,3.028875,2.8450305975675585,0.0,0.0
2024-01-02 07:45:00+00:00,20.807749947785542,23.39892588614393,2.849090956984313,3.028875,2.845072231411934,0.0,0.0
2024-01-02 08:00:00+00:00,21.005902256801456,23.685741138560687,2.894521506789507,3.028875,2.8177733935117724,0.0,0.0
2024-01-02 08:15:00+00:00,21.202495601300516,23.954685821697097,2.772417794560928,3.028875,2.8177733935117724,0.0,0.0
2024-01-02 08:30:00+00:00,21.465802676663607,24.2,2.82619570354686,3.028875,2.8173813737630846,0.0,0.0
2024-01-02 08:45:00+00:00,21.90401335270045,24.434808612440193,2.8013739425759976,3.028875,2.8173397101163866,0.0,0.0
2024-01-02 09:00:00+00:00,22.48660182896479,24.661244019138756,2.8650913738533554,3.028875,2.7931800104379656,0.0,0.0
2024-01-02 09:15:00+00:00,23.073767295453557,24.857057416267946,2.8361684083632017,3.028875,2.7931800104379656,0.0,0.0
2024-01-02 09:30:00+00:00,23.525708942163682,25.0,2.693288909796713,3.028875,2.7931800104379656,37.753435147869816,0.0
2024-01-02 09:45:00+00:00,23.840324904634247,25.108238636363634,2.8325392431952334,3.028875,2.793221644282341,0.0,0.0
2024-01-02 10:00:00+00:00,24.110706128933924,25.204545454545457,2.8229056594608055,3.028875,2.773038513183594,0.0,0.0
2024-01-02 10:15:00+00:00,24.339841020854003,25.273579545454545,2.6963890393443664,3.028875,2.772196776390076,24.93644704917254,0.0
2024-01-02 10:30:00+00:00,24.530717986185792,25.3,2.7262102552787395,3.028875,2.7722991175651552,22.69985585409455,0.0
