time,actual_mw,physics_mw,final_forecast_mw
2024-01-01 00:00:00+00:00,0.0,0.0,0.0
2024-01-01 00:15:00+00:00,0.0,0.0,0.0
2024-01-01 00:30:00+00:00,0.0,0.0,0.0
2024-01-01 00:45:00+00:00,0.0,0.0,0.0
2024-01-01 01:00:00+00:00,0.0,0.0,0.0
2024-01-01 01:15:00+00:00,0.0,0.0,0.0
2024-01-01 01:30:00+00:00,0.0,0.0,0.0
2024-01-01 01:45:00+00:00,0.0,0.0,0.0
2024-01-01 02:00:00+00:00,0.0,0.0,0.0
2024-01-01 02:15:00+00:00,0.0,0.0,0.0
2024-01-01 02:30:00+00:00,0.0,0.0,0.0
2024-01-01 02:45:00+00:00,0.0,0.0,0.0
2024-01-01 03:00:00+00:00,0.0,0.0,0.0
2024-01-01 03:15:00+00:00,0.0,0.0,0.0
2024-01-01 03:30:00+00:00,0.0,0.0,0.0
2024-01-01 03:45:00+00:00,0.0,0.0,0.0
2024-01-01 04:00:00+00:00,0.0,0.0,0.0
2024-01-01 04:15:00+00:00,0.0,0.0,0.0
2024-01-01 04:30:00+00:00,0.0,0.0,0.0
2024-01-01 04:45:00+00:00,0.0,0.0,0.0
2024-01-01 05:00:00+00:00,0.0,0.0,0.0
2024-01-01 05:15:00+00:00,0.0,0.0,0.0
2024-01-01 05:30:00+00:00,0.0,0.0,0.0
2024-01-01 05:45:00+00:00,0.0,0.0,0.0
2024-01-01 06:00:00+00:00,2.89248765802695,3.028875,2.8760882533788683
2024-01-01 06:15:00+00:00,2.8791580270443,3.028875,2.8757680870294573
2024-01-01 06:30:00+00:00,2.8168074068419795,3.028875,2.875693283200264
2024-01-01 06:45:00+00:00,2.863236275512353,3.028875,2.875693283200264
2024-01-01 07:00:00+00:00,0.0,0.0,0.0
2024-01-01 07:15:00+00:00,0.0,0.0,0.0
2024-01-01 07:30:00+00:00,0.0,0.0,0.0
2024-01-01 07:45:00+00:00,0.0,0.0,0.0
2024-01-01 08:00:00+00:00,0.0,0.0,0.0
2024-01-01 08:15:00+00:00,0.0,0.0,0.0
2024-01-01 08:30:00+00:00,0.0,0.0,0.0
2024-01-01 08:45:00+00:00,0.0,0.0,0.0
2024-01-01 09:00:00+00:00,0.0,0.0,0.0
2024-01-01 09:15:00+00:00,0.0,0.0,0.0
2024-01-01 09:30:00+00:00,0.0,0.0,0.0
2024-01-01 09:45:00+00:00,0.0,0.0,0.0
2024-01-01 10:00:00+00:00,0.0,0.0,0.0
2024-01-01 10:15:00+00:00,0.0,0.0,0.0
2024-01-01 10:30:00+00:00,0.0,0.0,0.0
2024-01-01 10:45:00+00:00,0.0,0.0,0.0
2024-01-01 11:00:00+00:00,0.0,0.0,0.0
2024-01-01 11:15:00+00:00,0.0,0.0,0.0
2024-01-01 11:30:00+00:00,0.0,0.0,0.0
2024-01-01 11:45:00+00:00,0.0,0.0,0.0
2024-01-01 12:00:00+00:00,0.0,0.0,0.0
2024-01-01 12:15:00+00:00,0.0,0.0,0.0
2024-01-01 12:30:00+00:00,0.0,0.0,0.0
2024-01-01 12:45:00+00:00,0.0,0.0,0.0
2024-01-01 13:00:00+00:00,0.0,0.0,0.0
2024-01-01 13:15:00+00:00,0.0,0.0,0.0
2024-01-01 13:30:00+00:00,0.0,0.0,0.0
2024-01-01 13:45:00+00:00,0.0,0.0,0.0
2024-01-01 14:00:00+00:00,0.0,0.0,0.0
2024-01-01 14:15:00+00:00,0.0,0.0,0.0
2024-01-01 14:30:00+00:00,0.0,0.0,0.0
2024-01-01 14:45:00+00:00,0.0,0.0,0.0
2024-01-01 15:00:00+00:00,0.0,0.0,0.0
2024-01-01 15:15:00+00:00,0.0,0.0,0.0
2024-01-01 15:30:00+00:00,0.0,0.0,0.0
2024-01-01 15:45:00+00:00,0.0,0.0,0.0
2024-01-01 16:00:00+00:00,0.0,0.0,0.0
2024-01-01 16:15:00+00:00,0.0,0.0,0.0
2024-01-01 16:30:00+00:00,0.0,0.0,0.0
2024-01-01 16:45:00+00:00,0.0,0.0,0.0
2024-01-01 17:00:00+00:00,0.0,0.0,0.0
2024-01-01 17:15:00+00:00,0.0,0.0,0.0
2024-01-01 17:30:00+00:00,0.0,0.0,0.0
2024-01-01 17:45:00+00:00,0.0,0.0,0.0
2024-01-01 18:00:00+00:00,0.0,0.0,0.0
2024-01-01 18:15:00+00:00,0.0,0.0,0.0
2024-01-01 18:30:00+00:00,0.0,0.0,0.0
2024-01-01 18:45:00+00:00,0.0,0.0,0.0
2024-01-01 19:00:00+00:00,0.0,0.0,0.0
2024-01-01 19:15:00+00:00,0.0,0.0,0.0
2024-01-01 19:30:00+00:00,0.0,0.0,0.0
2024-01-01 19:45:00+00:00,0.0,0.0,0.0
2024-01-01 20:00:00+00:00,0.0,0.0,0.0
2024-01-01 20:15:00+00:00,0.0,0.0,0.0
2024-01-01 20:30:00+00:00,0.0,0.0,0.0
2024-01-01 20:45:00+00:00,0.0,0.0,0.0
2024-01-01 21:00:00+00:00,0.0,0.0,0.0
2024-01-01 21:15:00+00:00,0.0,0.0,0.0
2024-01-01 21:30:00+00:00,0.0,0.0,0.0
2024-01-01 21:45:00+00:00,0.0,0.0,0.0
2024-01-01 22:00:00+00:00,0.0,0.0,0.0
2024-01-01 22:15:00+00:00,0.0,0.0,0.0
2024-01-01 22:30:00+00:00,0.0,0.0,0.0
2024-01-01 22:45:00+00:00,0.0,0.0,0.0
2024-01-01 23:00:00+00:00,0.0,0.0,0.0
2024-01-01 23:15:00+00:00,0.0,0.0,0.0
2024-01-01 23:30:00+00:00,0.0,0.0,0.0
2024-01-01 23:45:00+00:00,0.0,0.0,0.0
2024-01-02 00:00:00+00:00,0.0,0.0,0.0
2024-01-02 00:15:00+00:00,0.0,0.0,0.0
2024-01-02 00:30:00+00:00,0.0,0.0,0.0
2024-01-02 00:45:00+00:00,0.0,0.0,0.0
2024-01-02 01:00:00+00:00,0.0,0.0,0.0
2024-01-02 01:15:00+00:00,0.0,0.0,0.0
2024-01-02 01:30:00+00:00,0.0,0.0,0.0
2024-01-02 01:45:00+00:00,0.0,0.0,0.0
2024-01-02 02:00:00+00:00,0.0,0.0,0.0
2024-01-02 02:15:00+00:00,0.0,0.0,0.0
2024-01-02 02:30:00+00:00,0.0,0.0,0.0
2024-01-02 02:45:00+00:00,0.0,0.0,0.0
2024-01-02 03:00:00+00:00,0.0,0.0,0.0
2024-01-02 03:15:00+00:00,0.0,0.0,0.0
2024-01-02 03:30:00+00:00,0.0,0.0,0.0
2024-01-02 03:45:00+00:00,0.0,0.0,0.0
2024-01-02 04:00:00+00:00,2.951418659531589,3.028875,2.8763948894739153
2024-01-02 04:15:00+00:00,2.8819835162896954,3.028875,2.8783095992803576
2024-01-02 04:30:00+00:00,2.7874853317348944,3.028875,2.8761853493452074
2024-01-02 04:45:00+00:00,2.872472441352607,3.028875,2.876539162516594
2024-01-02 05:00:00+00:00,2.8600317566793536,3.028875,2.876539162516594
2024-01-02 05:15:00+00:00,2.9365370203898675,3.028875,2.876334211945534
2024-01-02 05:30:00+00:00,2.824290456129408,3.028875,2.876334211945534
2024-01-02 05:45:00+00:00,2.9222328519918475,3.028875,2.876334211945534
2024-01-02 06:00:00+00:00,2.9492133794544917,3.028875,2.8762110389471056
2024-01-02 06:15:00+00:00,2.9117054671276206,3.028875,2.8761693753004076
2024-01-02 06:30:00+00:00,2.8808825171191446,3.028875,2.8761693753004076
2024-01-02 06:45:00+00:00,2.792190275320335,3.028875,2.8761693753004076
2024-01-02 07:00:00+00:00,2.8984197094155917,3.028875,2.84575267803669
2024-01-02 07:15:00+00:00,2.929483669478832,3.028875,2.845127335906029
2024-01-02 07:30:00+00:00,2.850531477470797,3.028875,2.8450305975675585
2024-01-02 07:45:00+00:00,2.849090956984313,3.028875,2.845072231411934
2024-01-02 08:00:00+00:00,2.894521506789507,3.028875,2.8177733935117724
2024-01-02 08:15:00+00:00,2.772417794560928,3.028875,2.8177733935117724
2024-01-02 08:30:00+00:00,2.82619570354686,3.028875,2.8173813737630846
2024-01-02 08:45:00+00:00,2.8013739425759976,3.028875,2.8173397101163866
2024-01-02 09:00:00+00:00,2.8650913738533554,3.028875,2.7931800104379656
2024-01-02 09:15:00+00:00,2.8361684083632017,3.028875,2.7931800104379656
2024-01-02 09:30:00+00:00,2.693288909796713,3.028875,2.7931800104379656
2024-01-02 09:45:00+00:00,2.8325392431952334,3.028875,2.793221644282341
2024-01-02 10:00:00+00:00,2.8229056594608055,3.028875,2.773038513183594
2024-01-02 10:15:00+00:00,2.6963890393443664,3.028875,2.772196776390076
2024-01-02 10:30:00+00:00,2.7262102552787395,3.028875,2.7722991175651552
2024-01-02 10:45:00+00:00,2.773720516903827,3.028875,2.7716023988723757
2024-01-02 11:00:00+00:00,2.8031025275679307,3.028875,2.7594920463562014
2024-01-02 11:15:00+00:00,2.7576877938748012,3.028875,2.7594920463562014
2024-01-02 11:30:00+00:00,0.0,0.0,0.0
2024-01-02 11:45:00+00:00,0.0,0.0,0.0
2024-01-02 12:00:00+00:00,0.0,0.0,0.0
2024-01-02 12:15:00+00:00,0.0,0.0,0.0
2024-01-02 12:30:00+00:00,0.0,0.0,0.0
2024-01-02 12:45:00+00:00,0.0,0.0,0.0
2024-01-02 13:00:00+00:00,0.0,0.0,0.0
2024-01-02 13:15:00+00:00,0.0,0.0,0.0
2024-01-02 13:30:00+00:00,0.0,0.0,0.0
2024-01-02 13:45:00+00:00,0.0,0.0,0.0
2024-01-02 14:00:00+00:00,0.0,0.0,0.0
2024-01-02 14:15:00+00:00,0.0,0.0,0.0
2024-01-02 14:30:00+00:00,0.0,0.0,0.0
2024-01-02 14:45:00+00:00,0.0,0.0,0.0
2024-01-02 15:00:00+00:00,0.0,0.0,0.0
2024-01-02 15:15:00+00:00,0.0,0.0,0.0
2024-01-02 15:30:00+00:00,0.0,0.0,0.0
2024-01-02 15:45:00+00:00,0.0,0.0,0.0
2024-01-02 16:00:00+00:00,0.0,0.0,0.0
2024-01-02 16:15:00+00:00,0.0,0.0,0.0
2024-01-02 16:30:00+00:00,0.0,0.0,0.0
2024-01-02 16:45:00+00:00,0.0,0.0,0.0
